primary_key,incident_number,report_type,report_type_description,incident_status_code,incident_status_description,investigation_status,incident_occurred,incident_reported,incident_location,latitude,longitude,zip_code,location_code,location_description,offense_number,offense_nibrs,offense_description,weapon_primary,weapon_description,victim_number,domestic_related,victim_type,victim_description,mapped_location,victim_gender,victim_race,victim_ethnicity,victim_county_resident
20230545143_11,20230545143,D,DISPATCHED,O,OPEN,Open,2023-09-12T17:00:00.000,2023-09-13T10:09:00.000,JOYCE LN,36.23,-86.74,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,B,BUSINESS,,NA,NA,NA,NA
20230567126_31,20230567126,D,DISPATCHED,O,OPEN,Open,2023-09-23T00:58:00.000,2023-09-23T02:33:00.000,WHITES CREEK PKE,36.22,-86.8,NA,90,APARTMENT,3,220,BURGLARY - AGGRAVATED,15,OTHER,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230564705_13,20230564705,D,DISPATCHED,O,OPEN,Open,2023-09-21T23:19:00.000,2023-09-22T00:09:00.000,PREMIER DR,36.14,-86.88,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230277347_12,20230277347,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-07T17:30:00.000,2023-05-11T20:57:00.000,189 189,36.175,-86.764,37206,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230267980_11,20230267980,D,DISPATCHED,O,OPEN,Open,2023-05-07T14:30:00.000,2023-05-07T15:25:00.000,IRELAND ST,36.17,-86.8,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230266502_11,20230266502,D,DISPATCHED,O,OPEN,Open,2023-05-06T17:00:00.000,2023-05-06T21:07:00.000,OLD HICKORY BLVD,36.2,-86.62,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230553870_11,20230553870,D,DISPATCHED,O,OPEN,Open,2023-09-17T13:35:00.000,2023-09-17T15:04:00.000,TYNE BLVD,36.08,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,15,OTHER,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230562954_11,20230562954,D,DISPATCHED,O,OPEN,Open,2023-09-21T04:05:00.000,2023-09-21T09:03:00.000,SPENCE ENCLAVE LN,36.15,-86.72,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230482172_31,20230482172,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,2023-08-15T21:27:00.000,2023-08-16T00:48:00.000,301 301,36.077,-86.641,37013,90,APARTMENT,3,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230551378_13,20230551378,D,DISPATCHED,O,OPEN,Open,2023-09-15T23:10:00.000,2023-09-16T00:43:00.000,WAVERLY AV,36.14,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230235074_11,20230235074,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-21T21:51:00.000,2023-04-21T21:51:00.000,2027 2027,36.187,-86.822,37208,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230258805_11,20230258805,D,DISPATCHED,O,OPEN,Open,2023-05-02T21:00:00.000,2023-05-03T11:15:00.000,CROSS TIMBERS,36.08,-86.94,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230054516_11,20230054516,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-01-25T17:00:00.000,2023-01-26T13:49:00.000,550 550,36.077,-86.737,37211,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,U,Unknown,RESIDENT
20230557035_11,20230557035,D,DISPATCHED,O,OPEN,Open,2023-09-17T17:00:00.000,2023-09-18T23:05:00.000,DONNA KAY DR,36.1,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230566081_11,20230566081,D,DISPATCHED,O,OPEN,Open,2023-09-22T14:00:00.000,2023-09-22T19:30:00.000,BREWER DR,36.06,-86.73,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230567883_11,20230567883,D,DISPATCHED,O,OPEN,Open,2023-09-23T09:09:00.000,2023-09-23T14:58:00.000,HAMPTON ST,36.21,-86.78,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230283057_21,20230283057,D,DISPATCHED,O,OPEN,Open,2023-05-14T20:00:00.000,2023-05-14T23:25:00.000,STEWARTS FERRY PKE,36.15,-86.63,NA,22,"RESIDENCE, HOME",2,220,BURGLARY- AGGRAVATED,NA,NA,1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230278857_11,20230278857,D,DISPATCHED,O,OPEN,Open,2023-05-12T10:22:00.000,2023-05-12T14:10:00.000,MURFREESBORO PKE,36.12,-86.7,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230269886_11,20230269886,D,DISPATCHED,O,OPEN,Open,2023-05-08T15:15:00.000,2023-05-08T16:19:00.000,ERWIN CT,36.13,-86.82,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230551478_14,20230551478,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:00:00.000,2023-09-16T01:24:00.000,WEAKLEY,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,4,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230274001_11,20230274001,D,DISPATCHED,O,OPEN,Open,2023-05-02T12:00:00.000,2023-05-10T11:42:00.000,HICKORY CLUB DR,36.05,-86.64,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230269011_11,20230269011,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-08T06:43:00.000,2023-05-08T07:46:00.000,587 587,36.312,-86.754,37072,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230280439_11,20230280439,D,DISPATCHED,O,OPEN,Open,2023-05-13T04:07:00.000,2023-05-13T05:03:00.000,LEWIS ST,36.15,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,15,OTHER,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230539899_11,20230539899,D,DISPATCHED,O,OPEN,Open,2023-09-08T17:00:00.000,2023-09-11T08:52:00.000,NA,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230561716_11,20230561716,D,DISPATCHED,O,OPEN,Open,2023-09-20T09:00:00.000,2023-09-20T20:05:00.000,GROVE CREEK AVE,36.16,-86.63,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230577351_11,20230577351,D,DISPATCHED,O,OPEN,Open,2023-08-01T12:00:00.000,2023-09-27T21:52:00.000,ZERMATT AV,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230568903_11,20230568903,D,DISPATCHED,O,OPEN,Open,2023-09-23T18:15:00.000,2023-09-24T05:47:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230223494_11,20230223494,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-16T17:16:00.000,2023-04-16T23:00:00.000,36 36,36.053,-86.657,37013,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED - ACTING IN CONCERT,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,NON RESIDENT
20230538402_11,20230538402,S,SUSPECT,O,OPEN,Open,2023-09-07T12:00:00.000,2023-09-10T13:14:00.000,NA,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230551594_11,20230551594,D,DISPATCHED,O,OPEN,Open,2023-09-16T01:38:00.000,2023-09-16T02:46:00.000,NA,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230536735_11,20230536735,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-09-09T14:20:00.000,2023-09-25T09:19:00.000,714 714,36.251,-86.743,37115,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230551582_11,20230551582,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:30:00.000,2023-09-16T02:34:00.000,FERN AVE,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230253264_11,20230253264,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-04-30T22:00:00.000,2023-05-01T02:13:00.000,& SLAYDON DR,36.209,-86.752,37207,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230283330_11,20230283330,D,DISPATCHED,O,OPEN,Open,2023-05-14T04:52:00.000,2023-05-15T00:49:00.000,HICKORY HIGHLANDS DR,36.06,-86.64,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230551529_11,20230551529,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:50:00.000,2023-09-16T01:54:00.000,NA,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230206014_11,20230206014,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-07T22:00:00.000,2023-04-08T02:11:00.000,36 36,36.053,-86.657,37013,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,NON RESIDENT
20230286664_11,20230286664,D,DISPATCHED,O,OPEN,Open,2023-05-15T17:00:00.000,2023-05-16T11:49:00.000,APACHE TRL,36.07,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,B,BUSINESS,,NA,NA,NA,NA
20230561716_12,20230561716,D,DISPATCHED,O,OPEN,Open,2023-09-20T09:00:00.000,2023-09-20T20:05:00.000,GROVE CREEK AVE,36.16,-86.63,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230544408_11,20230544408,D,DISPATCHED,O,OPEN,Open,2023-09-13T01:15:00.000,2023-09-13T01:56:00.000,10TH AVE N,36.18,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,I,Non-Hispanic,RESIDENT
20230551528_11,20230551528,D,DISPATCHED,O,OPEN,Open,2023-09-15T21:30:00.000,2023-09-16T03:18:00.000,ARGYLE AVE,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230541881_11,20230541881,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-09-12T01:20:00.000,2023-09-12T07:35:00.000,1737 1737,36.179,-86.807,37208,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Unknown,RESIDENT
20230551528_12,20230551528,D,DISPATCHED,O,OPEN,Open,2023-09-15T21:30:00.000,2023-09-16T03:18:00.000,ARGYLE AVE,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230551528_13,20230551528,D,DISPATCHED,O,OPEN,Open,2023-09-15T21:30:00.000,2023-09-16T03:18:00.000,ARGYLE AVE,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230551528_14,20230551528,D,DISPATCHED,O,OPEN,Open,2023-09-15T21:30:00.000,2023-09-16T03:18:00.000,ARGYLE AVE,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,4,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230551582_12,20230551582,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:30:00.000,2023-09-16T02:34:00.000,FERN AVE,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230551582_13,20230551582,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:30:00.000,2023-09-16T02:34:00.000,FERN AVE,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230551529_13,20230551529,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:50:00.000,2023-09-16T01:54:00.000,NA,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230551582_14,20230551582,D,DISPATCHED,O,OPEN,Open,2023-09-16T00:30:00.000,2023-09-16T02:34:00.000,FERN AVE,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,4,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230551594_12,20230551594,D,DISPATCHED,O,OPEN,Open,2023-09-16T01:38:00.000,2023-09-16T02:46:00.000,NA,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230565867_11,20230565867,D,DISPATCHED,O,OPEN,Open,2023-09-22T00:00:00.000,2023-09-22T13:56:00.000,JONES AVE,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,B,BUSINESS,,NA,NA,NA,NA
20230579072_11,20230579072,D,DISPATCHED,O,OPEN,Open,2023-09-27T19:00:00.000,2023-09-28T15:46:00.000,DICKERSON,36.21,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230541195_11,20230541195,D,DISPATCHED,O,OPEN,Open,2023-09-10T11:00:00.000,2023-09-11T20:32:00.000,NA,NA,NA,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,A,Non-Hispanic,RESIDENT
20230286060_11,20230286060,D,DISPATCHED,O,OPEN,Open,2023-05-15T09:00:00.000,2023-05-16T04:29:00.000,BIG OAK DR,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230242780_33,20230242780,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-25T20:15:00.000,2023-04-25T22:56:00.000,335 335,36.258,-86.704,37115,90,APARTMENT,3,220,BURGLARY - ESPECIALLY AGGRAVATED,01,HANDGUN,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230242780_31,20230242780,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-25T20:15:00.000,2023-04-25T22:56:00.000,335 335,36.258,-86.704,37115,90,APARTMENT,3,220,BURGLARY - ESPECIALLY AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230571476_12,20230571476,D,DISPATCHED,O,OPEN,Open,2023-09-23T23:00:00.000,2023-09-25T18:22:00.000,TYNE BLVD,36.08,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230571476_11,20230571476,D,DISPATCHED,O,OPEN,Open,2023-09-23T23:00:00.000,2023-09-25T18:22:00.000,TYNE BLVD,36.08,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230279660_11,20230279660,S,SUSPECT,O,OPEN,Open,2023-05-07T08:00:00.000,2023-05-12T20:12:00.000,E CEDAR ST,36.33,-86.7,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230231492_11,20230231492,D,DISPATCHED,J,"JUVENILE, NO CUSTODY",Closed,2023-04-20T04:40:00.000,2023-04-20T09:15:00.000,2605 2605,36.166,-86.816,37208,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230281752_11,20230281752,D,DISPATCHED,O,OPEN,Open,2023-05-13T23:35:00.000,2023-05-14T01:01:00.000,CONVENT PL,36.13,-86.8,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230410905_12,20230410905,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-07-13T08:50:00.000,2023-07-13T09:58:00.000,571 571,36.15,-86.762,37210,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),2,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230410905_11,20230410905,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-07-13T08:50:00.000,2023-07-13T09:58:00.000,571 571,36.15,-86.762,37210,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230287399_22,20230287399,D,DISPATCHED,O,OPEN,Open,2023-05-16T17:47:00.000,2023-05-16T19:44:00.000,SHELBY AV,36.17,-86.74,NA,90,APARTMENT,2,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230576837_11,20230576837,D,DISPATCHED,O,OPEN,Open,2023-09-21T12:00:00.000,2023-09-27T20:30:00.000,CURTIS HOLLOW RD,36.05,-86.65,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,A,Non-Hispanic,RESIDENT
20230296117_42,20230296117,D,DISPATCHED,O,OPEN,Open,2023-05-20T09:45:00.000,2023-05-21T00:10:00.000,SCOTT VALLEY DR,36.08,-86.65,NA,22,"RESIDENCE, HOME",4,220,BURGLARY - AGGRAVATED,01,HANDGUN,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230284709_11,20230284709,D,DISPATCHED,O,OPEN,Open,2023-05-15T12:00:00.000,2023-05-15T21:23:00.000,BENTON AVE,36.13,-86.77,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230284736_31,20230284736,D,DISPATCHED,O,OPEN,Open,2023-05-13T22:00:00.000,2023-05-15T17:00:00.000,JOHN A MERRITT BLVD,36.17,-86.82,NA,90,APARTMENT,3,220,BURGLARY- AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230282613_31,20230282613,D,DISPATCHED,O,OPEN,Open,2023-05-14T16:23:00.000,2023-05-14T16:23:00.000,7,NA,NA,NA,90,APARTMENT,3,220,BURGLARY- AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230296117_41,20230296117,D,DISPATCHED,O,OPEN,Open,2023-05-20T09:45:00.000,2023-05-21T00:10:00.000,SCOTT VALLEY DR,36.08,-86.65,NA,22,"RESIDENCE, HOME",4,220,BURGLARY - AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230575260_11,20230575260,D,DISPATCHED,O,OPEN,Open,2023-09-26T08:30:00.000,2023-09-27T08:16:00.000,NASHBORO BLVD,36.09,-86.64,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230578942_11,20230578942,D,DISPATCHED,O,OPEN,Open,2023-09-27T15:30:00.000,2023-09-28T14:31:00.000,11TH AV N,36.18,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230576004_13,20230576004,T,NA,O,OPEN,Open,2023-09-26T02:00:00.000,2023-09-27T12:29:00.000,MEHARRY BLVD,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230573313_11,20230573313,D,DISPATCHED,O,OPEN,Open,2023-09-24T21:20:00.000,2023-09-26T12:04:00.000,MONROE CRSG,36.04,-86.63,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230294622_12,20230294622,D,DISPATCHED,O,OPEN,Open,2023-05-19T08:10:00.000,2023-05-19T21:35:00.000,HOBSON,36.04,-86.61,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230294622_11,20230294622,D,DISPATCHED,O,OPEN,Open,2023-05-19T08:10:00.000,2023-05-19T21:35:00.000,HOBSON,36.04,-86.61,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230256999_11,20230256999,T,NA,O,OPEN,Open,2023-04-26T00:00:00.000,2023-05-02T15:36:00.000,PARK AVE,36.15,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Unknown,RESIDENT
20230576004_11,20230576004,T,NA,O,OPEN,Open,2023-09-26T02:00:00.000,2023-09-27T12:29:00.000,MEHARRY BLVD,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230576004_12,20230576004,T,NA,O,OPEN,Open,2023-09-26T02:00:00.000,2023-09-27T12:29:00.000,MEHARRY BLVD,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230292745_11,20230292745,D,DISPATCHED,O,OPEN,Open,2023-05-18T21:49:00.000,2023-05-18T23:37:00.000,34TH AV N,36.16,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230582477_11,20230582477,D,DISPATCHED,O,OPEN,Open,2023-09-30T00:00:00.000,2023-09-30T01:52:00.000,STAINBACK AV,36.2,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
